x y z
4.585677456227066 -1.8973950940555113 0.7236688486263843
4.5845861075741094 -1.8944679398193527 0.7468926556883337
4.582583357713819 -1.891476643268013 0.769382327696019
4.580777477434212 -1.8890964661824092 0.7932983411229411
4.577793010753899 -1.8872860009575836 0.8162500009223845
4.575961863108986 -1.8846753625028245 0.8385706221508341
4.575828599998315 -1.8836045410622229 0.8610794895408123
4.5748279607713735 -1.882607570495112 0.8811503644597531
4.574081529975917 -1.8820805413972461 0.8996212445679943
4.575543833224487 -1.8824339022656695 0.913950892982238
4.575633138255029 -1.8792050404239242 0.9229210059282661
4.576857699700155 -1.8785463661766333 0.9249391265252671
4.576983034670073 -1.8762213831733805 0.9171954822258642
4.579816843419322 -1.8746471205963617 0.9032711377366665
4.580978268353831 -1.8751529865759908 0.8818492075314441
4.5808255042873425 -1.8716678422310702 0.8520266882916491
4.5817563074975975 -1.8713765736002 0.8236899316111042
4.584913601240535 -1.8716459227481812 0.7944334176135723
4.5873656639670575 -1.8722525388400248 0.7642119760112682
4.590832029558435 -1.8735452720414196 0.7362300939371784
4.595172478432779 -1.8760837847259813 0.7141242942066246
4.597792194091668 -1.877389988661847 0.6944728921925644
4.600238755183349 -1.8785788064929583 0.6775364195085689
4.602576788978005 -1.8788302794486067 0.6655651398262574
4.604047044598869 -1.878560164247981 0.6579268717592289
4.606949976927699 -1.8794378233400395 0.6576134695901968
4.608066814764678 -1.879708432009501 0.6644443883535966
4.6084904072624635 -1.879037224018978 0.6771429268605083
4.608811331709713 -1.8783296203806135 0.6967827165100471
4.607538250340047 -1.8764064224837633 0.7197624267999718
4.607126266647976 -1.874955731683115 0.7488045964880811
4.60511072369484 -1.872943740589641 0.7790413279221631
4.60307779684616 -1.870885149507651 0.8118545544548197
4.600613496350151 -1.868442685202504 0.8442726903895011
4.597676122226678 -1.8641340702232603 0.870823851248371
4.597571794460536 -1.8617900924352315 0.9027286284437442
4.596469056314669 -1.858973428948075 0.9308818464020958
4.595314827908153 -1.856320424475179 0.9544766014220982
4.5972802038394365 -1.855221106005041 0.9730272134737985
4.596538378884877 -1.8533845201250079 0.9811467792562283
4.5958280283286905 -1.8517064915998753 0.9805217806853783
4.595138045925825 -1.850576786465726 0.9712689260754659
4.594589171494179 -1.8501812320112907 0.9545008606677773
4.594183911155231 -1.8504242372197972 0.9319566168897002
4.594304039221092 -1.850994034349271 0.9060887764265919
4.594930433690429 -1.8523015908207283 0.8787201394552022
4.593638714717391 -1.853508752288971 0.8472538391440438
4.596726955483361 -1.8576394164552896 0.82118215204843
4.598130933152652 -1.86103910447047 0.7918034390152917
4.598793657011791 -1.8646779322489042 0.7625250052077299
4.599976794640432 -1.8688731835746386 0.7348509770189688
4.601665347562904 -1.872695714057629 0.7098737886275708
4.6020662104209675 -1.8759072698037378 0.688437361234668
4.603224395564413 -1.8781024910622701 0.6719452750035388
4.6044233326615185 -1.8789298817922058 0.6624822421622063
4.603735846958824 -1.8784244861445931 0.659593453330813
4.6041472981715845 -1.8778628978877165 0.6656286108188315
4.604229022050308 -1.8770859369079445 0.680194737173566
4.6057627004086745 -1.8770408627030113 0.7020488033196203
4.604992688439195 -1.87523717723034 0.7281207277032854
4.603344056369536 -1.8723017895983771 0.7575921135723694
4.601107914675346 -1.8683781463646971 0.7897110197917956
4.598806610184684 -1.8649784965430496 0.8232854630105153
4.596609038910843 -1.8622540161075753 0.8575159173099218
4.594505115135769 -1.8605867710803472 0.8917277113474825
4.592624221959073 -1.8584711362563384 0.9262506057385324
