x y z
4.634721683796864 -1.712428086903997 0.5236419642958041
4.634866591812213 -1.7124775629808484 0.5236017675598662
4.6351199637706655 -1.7129298755869475 0.5234225697538767
4.634611039592329 -1.7132179459019277 0.5234584043890474
4.639836477177445 -1.709968592581397 0.5219232065959868
4.635264132860768 -1.7118977294499595 0.5227659199693331
4.635196218644845 -1.7123809055817745 0.5230215485929257
4.635148618512007 -1.7123238803097363 0.5228625426444659
4.6353522241622365 -1.71202119657139 0.5228673389627113
4.634776953991476 -1.7119038516878076 0.5230129090462557
4.63547079314742 -1.7119071887234105 0.5230698764286513
4.637281223125082 -1.7103271872478285 0.522000175299032
4.633890430416468 -1.7122468970498361 0.523207433792586
4.635069716668729 -1.7114044231385994 0.522826995305004
4.635036003763986 -1.7115093434453488 0.5227715129588881
4.635501248654044 -1.7115019011874804 0.5229037238689882
4.635409402958597 -1.7119003831910173 0.5228794192690073
4.634929515456963 -1.711746410666846 0.5230524386174904
4.635606039330235 -1.7116188396972325 0.5228298439521671
4.635397774563443 -1.7115996520019203 0.5229639345262617
4.635581205848848 -1.7114867121217894 0.5229269588036946
4.63514729745034 -1.7115290456394845 0.5231799233366403
4.635347374015857 -1.71174427779284 0.5229673542489284
4.635201407687283 -1.711653416029388 0.523197885759102
4.634920625566699 -1.7119202656821346 0.5230883453160776
4.635430841784584 -1.7114717755758833 0.5227433884069617
4.6351175049192195 -1.7117535035993372 0.5228358474490168
4.63544682526318 -1.711371455413321 0.5226961095274896
4.635143928770059 -1.7116416480292111 0.523073939946226
4.63566274748509 -1.7114719889172687 0.522805454417727
4.635379981337684 -1.7113227996971767 0.5231192455108246
4.6354097262501 -1.7112921397365906 0.5230285880704435
4.635607569096259 -1.711042290698931 0.5229680888603924
4.635270856930722 -1.7116598424760445 0.5231577232298159
4.635245381575595 -1.7115782226167096 0.5231539497451239
4.635146680803665 -1.7119068279395615 0.5232273811764733
4.635195692379588 -1.7114885951716419 0.5230286754721571
4.635445623862828 -1.7115148261775543 0.5231158507848976
4.634979009342203 -1.7116629197158628 0.5232395484805356
4.635434427789673 -1.7115799084458592 0.5230954482010285
4.635633294925009 -1.7112443986790158 0.5234027104375113
4.635953524185037 -1.7105382925332961 0.5233194092178071
4.63528222724933 -1.711753313155426 0.5229712349972389
4.635973639765842 -1.7105943271949944 0.5232558220318778
4.635319046125472 -1.711478180272788 0.5231412516628469
4.634688978718401 -1.7125684156532854 0.5234642486949855
4.634717290426727 -1.7126163428721835 0.5235874515253184
4.635014297906561 -1.712196900885552 0.5235533511603349
4.63499426549828 -1.712273037795271 0.5236701177893136
4.634858174655845 -1.7124583335548167 0.5240146555270458
4.634898507335685 -1.7124250469180724 0.5238488226964412
